epoch,time,lr,train_loss,validation_loss
0,441.3788197040558,0.0009835,0.03136943758831227,0.008093862181627437
1,371.943763256073,0.000967,0.0065331558247895116,0.00569599239449752
2,346.9590702056885,0.0009505,0.0050332567937273,0.004292958783672044
3,371.9820251464844,0.0009339999999999999,0.004080436620694984,0.004032235090179663
4,350.59134244918823,0.0009174999999999999,0.0038677390922592686,0.003909727472713904
5,348.83979511260986,0.0009009999999999999,0.0037665370577347596,0.004268373374974257
6,355.70612382888794,0.0008844999999999999,0.003731510734983853,0.003632582515772236
7,375.61179065704346,0.0008679999999999998,0.003625121175511075,0.0035853011067956686
8,340.1899220943451,0.0008514999999999998,0.0036063158061421874,0.0035873169667626683
9,343.56050395965576,0.0008349999999999998,0.0035645362472028603,0.003628078835869306
10,344.6943759918213,0.0008184999999999998,0.0035517181968316436,0.0036008768396354036
11,344.43241238594055,0.0008019999999999998,0.0036158980219624937,0.004058315859813439
12,351.0912227630615,0.0007854999999999997,0.0035473797969254,0.0034763403727035773
13,340.8231053352356,0.0007689999999999997,0.0034684266554125187,0.003453236110018272
14,339.9782748222351,0.0007524999999999997,0.003449778351101226,0.003438051030235855
15,348.3294699192047,0.0007359999999999997,0.0034435842535458505,0.0035322653742409066
16,348.1490194797516,0.0007194999999999997,0.003439938262870003,0.003414533297090154
17,371.6784346103668,0.0007029999999999996,0.003451959230005741,0.0034979872381020534
18,343.7432351112366,0.0006864999999999997,0.0034200911468360573,0.003456514720854006
19,343.05303978919983,0.0006699999999999997,0.0034021471261179875,0.0033908616628889974
20,344.6320221424103,0.0006534999999999998,0.0034490215558824794,0.0034051547194585987
21,343.2420930862427,0.0006369999999999998,0.003396520353687395,0.003380600093422752
22,343.6434304714203,0.0006204999999999997,0.0033835734731318162,0.003385126137321717
23,345.5421333312988,0.0006039999999999997,0.0033779205571460936,0.0033673962553668964
24,342.292622089386,0.0005874999999999997,0.003372133834221001,0.0033724744755186534
25,347.7077054977417,0.0005709999999999998,0.0033599546503475203,0.0033728635845411766
26,347.73758816719055,0.0005544999999999998,0.0033994940001451012,0.0033534948689568985
27,351.8296332359314,0.0005379999999999997,0.003350080701888406,0.0033534862419688388
28,353.8907070159912,0.0005214999999999997,0.00334883649650562,0.0033907592174057897
29,344.30795073509216,0.0005049999999999997,0.00334918312728405,0.003337635670935637
30,347.4909336566925,0.0004884999999999997,0.003339899138414434,0.003332408659748341
31,349.04954767227173,0.0004719999999999997,0.003334093269326591,0.003332092941395546
32,344.41550874710083,0.00045549999999999974,0.003338124083321808,0.003349781036376953
33,352.29069447517395,0.0004389999999999998,0.003329236222530848,0.0033192785554810576
34,332.0810811519623,0.00042249999999999975,0.003322962422056922,0.003316726302728057
35,336.66212797164917,0.0004059999999999998,0.0033199342890709105,0.0033187177644944505
36,347.32359075546265,0.0003894999999999998,0.0033189900319225024,0.003316255163793501
37,348.2748782634735,0.00037299999999999985,0.0033116470273983267,0.00331491518667654
38,366.1783359050751,0.00035649999999999983,0.0033160190921210286,0.0033089360957475086
39,345.638215303421,0.0003399999999999998,0.0033072729711420834,0.0033017295461736226
40,342.29728150367737,0.0003234999999999998,0.003306936002835365,0.003302223637307945
41,348.60610461235046,0.00030699999999999976,0.003303372558938073,0.0032984385585510417
42,345.2845387458801,0.00029049999999999974,0.0033004180835892578,0.0032948864819972138
43,346.1739947795868,0.0002739999999999998,0.003300187868132655,0.003293006068193599
44,343.74114203453064,0.0002574999999999998,0.003295415234918307,0.0032914935145527124
45,344.2607374191284,0.0002409999999999998,0.0032934471091721207,0.00329037908905823
46,346.93837237358093,0.00022449999999999982,0.0032947917394007425,0.003287108210650714
47,348.78514337539673,0.00020799999999999982,0.003289202174138544,0.003285723382999238
48,369.0466420650482,0.00019149999999999986,0.003287848791972335,0.003284256549944219
49,347.2456786632538,0.00017499999999999986,0.0032918809489014427,0.003283391596357289
50,342.2445156574249,0.00015849999999999987,0.003283922136428633,0.003281800039602738
51,350.98913311958313,0.00014199999999999987,0.003285182124402906,0.0032808196632877775
52,343.6804313659668,0.0001254999999999999,0.003285186639654317,0.003279938105199682
53,341.3351788520813,0.00010899999999999993,0.0032832919096108526,0.0032793556609632154
54,347.9742774963379,9.249999999999994e-05,0.0032825697437926593,0.0032782465905735365
55,340.41435050964355,7.599999999999995e-05,0.003283679730624759,0.003277609002237257
56,342.47926330566406,5.949999999999996e-05,0.003278880612924695,0.0032770968606009297
57,369.1108694076538,4.299999999999998e-05,0.003283109445224649,0.0032765151883818603
58,360.42448329925537,2.6499999999999977e-05,0.00328167448502167,0.0032761475365412863
59,368.21520709991455,1.0000000000000028e-05,0.003279670233106507,0.003275897439667269
60,341.0535111427307,1.0000000000000028e-05,0.0032752477272879332,0.0032758062680889118
61,375.22061705589294,1.0000000000000028e-05,0.003279519803722256,0.003275727375263446
62,355.5114300251007,1.0000000000000028e-05,0.003277653208767463,0.0032756469874201635
63,439.7536301612854,1.0000000000000028e-05,0.0032778959596596125,0.0032755614405399875
64,520.7203061580658,1.0000000000000028e-05,0.00327775305153669,0.003275473577607619
65,379.4475853443146,1.0000000000000028e-05,0.0032803968185492393,0.0032753867685402695
66,382.7268524169922,1.0000000000000028e-05,0.0032784148185913053,0.0032753146400577144
67,387.83843517303467,1.0000000000000028e-05,0.0032812316660835806,0.003275211300014665
68,393.62804102897644,1.0000000000000028e-05,0.0032801768725870977,0.0032751150919418585
