epoch,time,lr,train_loss,validation_loss,discriminator_losses
28,376.3948061466217,0.0002,0.005854675777121672,0.004899021833427722,3.316788706202428e-05
29,376.94777965545654,0.0002,0.005839905066507141,0.0052014235849197525,0.003298818307825461
30,377.01812958717346,0.0002,0.0058277679534948605,0.004860441851771519,0.00012642037714192668
31,377.01717257499695,0.0002,0.0058113885837884965,0.005162611404799302,1.6419582800328657e-06
32,376.7370915412903,0.0002,0.00580254258689303,0.004871392746373445,1.122926393366907e-06
33,376.79011058807373,0.0002,0.005792006246780397,0.004834067792619897,2.2585141509333006e-06
34,376.7297646999359,0.0002,0.005779978035393807,0.005130866533616865,0.0002476815042915024
35,376.9136435985565,0.0002,0.005774599432081454,0.005016327166599752,0.011933443265555042
36,376.4073269367218,0.0002,0.00576309390974157,0.004752266094017821,0.0063293256988834696
37,376.83991956710815,0.0002,0.005746884144319231,0.004633360122377642,7.240126911905164e-05
38,376.4807138442993,0.0002,0.005747792010999826,0.0047140261762527915,7.389747505329766e-06
39,376.3766882419586,0.0002,0.005730448589197231,0.004806057547065842,1.6689387413670438e-06
40,375.99868607521057,0.0002,0.005725595049012079,0.004653878300745464,4.542477685361218e-05
41,372.91844844818115,0.0002,0.0047260258127218855,0.004586458546581054,0.994047089470512
42,371.6827917098999,0.0002,0.004706753786935808,0.004602228658262027,1.0000003073276194
43,369.99699306488037,0.0002,0.004704133577062322,0.004668901659713327,1.0000017623811817
44,369.3940579891205,0.0002,0.00469184939453489,0.004756973458076769,0.9999999981316311
45,369.2437627315521,0.0002,0.0046872633350094174,0.004570899864281469,1.000000003704055
46,369.3247380256653,0.0002,0.004673802834391208,0.004683933515526071,1.0000000014162562
47,369.2646930217743,0.0002,0.004676073147264956,0.004565806629112627,1.0000000229869292
48,369.33601212501526,0.0002,0.004668182228366973,0.0046752496545875,1.0000000262735973
49,369.35177087783813,0.0002,0.004658916560458774,0.0045796433460745445,1.00000000468454
50,369.09075713157654,0.0002,0.004654604217440158,0.00466059798321722,1.0000001066549944
51,368.8736343383789,0.0002,0.004645024684233304,0.004562721223735451,1.0000000071902244
52,368.6491596698761,0.0002,0.004639891016337715,0.004551711336037592,1.0000000004357712
53,368.7462954521179,0.0002,0.004633147964045562,0.004556374574268732,0.9999999965138306
54,368.574609041214,0.0002,0.0046302685562712425,0.004545136186871914,1.0000000169950758
55,369.46338748931885,0.0002,0.0046210168479191216,0.004551483934179325,1.0000000082796523
56,368.92218685150146,0.0002,0.00461613057211092,0.004592397344546227,1.0
57,368.9469413757324,0.0002,0.00460854701578117,0.004548977373780895,0.9999999983658581
58,369.00097465515137,0.0002,0.0046037202464468815,0.0045215076342508004,1.0000000010894279
59,368.9010033607483,0.0002,0.004594740445731014,0.004496245659722746,1.0000000004357712
60,369.00262236595154,0.0002,0.004592330301659809,0.004990217983251131,1.000000039747778
61,376.7087640762329,0.0002,0.005045742149355407,0.005021742639379411,1.0011252410969704
62,377.1931314468384,0.0002,0.004949551900342822,0.004855722536721938,1.0024186976987732
63,377.23514342308044,0.0002,0.004904663821874452,0.005087643338638487,1.0032846960223527
64,377.11959958076477,0.0002,0.005150415834350235,0.005168821754028337,0.9990134676956156
65,377.21414375305176,0.0002,0.00497257445040288,0.004735270267517506,0.9997666005243188
66,377.00871229171753,0.0002,0.004724608952162253,0.004757612675451968,1.0030089680507046
67,377.1379816532135,0.0002,0.00483229576398601,0.004818029877069536,1.000423991406018
68,376.96315145492554,0.0002,0.004813410800278168,0.004622217431322589,1.0018069247303736
69,370.23116278648376,0.0002,0.004565465117279387,0.005612431757175658,1.0007166421432896
70,368.31990575790405,0.0002,0.004558939297374124,0.004516411435648893,1.0
71,368.1784782409668,0.0002,0.0045397259497882035,0.004522785581235739,1.0
72,368.1091105937958,0.0002,0.004536916986572961,0.00456979750991575,1.0000000004357712
73,368.12436175346375,0.0002,0.004535633313567542,0.004550522460036357,1.0000000113300505
74,368.2976267337799,0.0002,0.004533818192259518,0.004515186021446333,1.0000000003268283
75,368.2411918640137,0.0002,0.004525229442034563,0.004490045611039275,1.0000000058829108
76,368.1304416656494,0.0002,0.004526137699212301,0.004632554354464423,1.0
77,367.99296021461487,0.0002,0.004518442834578638,0.004507284688091353,1.0000000017430848
78,368.31911849975586,0.0002,0.004514870580737858,0.00450586702208966,1.000000010458508
79,368.12481117248535,0.0002,0.004513176819174584,0.004519886770462499,1.0000000044666546
80,367.80448293685913,0.0002,0.004508904645736264,0.00490929385281722,1.0000000021788558
81,368.05784940719604,0.0002,0.004513775952139761,0.004521842317985771,1.000000004139826
82,367.89845728874207,0.0002,0.00450142535419713,0.004489046742526602,1.00000000740811
83,368.3144783973694,0.0002,0.004493905557493468,0.004581459691818756,1.0000000004357712
84,367.9981758594513,0.0002,0.004495197652569395,0.004531656882631345,1.000000004248769
85,368.02189540863037,0.0002,0.004493612797057614,0.004454798407003849,1.0000000004357712
86,367.9726700782776,0.0002,0.00448370515992055,0.0044750148324366615,1.000000004793483
87,367.9712460041046,0.0002,0.004480925452840236,0.004545490283967007,1.0000000002178855
88,368.1630084514618,0.0002,0.004483894659781093,0.004487348430129829,0.9999999854016657
89,367.9776840209961,0.0002,0.004475906313439004,0.004504912395820116,1.0000000054471396
90,368.13468289375305,0.0002,0.0044751370911443565,0.0044617460188868495,1.0000000098048514
91,368.1778450012207,0.0002,0.004468507206753208,0.004480103825077509,0.9999999996731717
92,368.05095911026,0.0002,0.004468079253231644,0.004492197579209091,1.0000000010894279
93,367.8294985294342,0.0002,0.004463344464446504,0.004501327329987212,1.0
94,368.0158383846283,0.0002,0.0044621202942020065,0.0044612610311825064,1.0000000010894279
95,367.88574862480164,0.0002,0.004456581396527983,0.0044643589033144,1.0000000004357712
96,367.9068343639374,0.0002,0.004454885073904761,0.004501515716502938,1.0000000008715424
97,367.9251501560211,0.0002,0.0044545119822077305,0.00444902261406702,1.0
98,367.95627760887146,0.0002,0.004450802150726704,0.0045787978569587955,0.9999999997821144
99,368.27070689201355,0.0002,0.004448320254772266,0.004624027559899171,0.9999999998910573
100,368.1688816547394,0.0002,0.004443630652957547,0.004463525981158961,1.0
101,367.7325875759125,0.0002,0.004440820659110501,0.004472252858295753,1.0
102,368.3114085197449,0.0002,0.00444054764468356,0.004436271201783815,1.0
103,367.7694103717804,0.0002,0.004433802314851355,0.004471005223502841,1.0000000001089429
104,367.9410297870636,0.0002,0.004429571414845011,0.004625503057790802,1.0
105,368.0147910118103,0.0002,0.004435788346618554,0.004454041397953524,1.0000000004357712
106,368.28213930130005,0.0002,0.004424270659435418,0.004462106122423105,1.0
107,368.21391558647156,0.0002,0.004425012102583862,0.0044567367000080925,1.0
108,367.99990034103394,0.0002,0.004420964834381861,0.004673345855885197,1.0
109,368.0014500617981,0.0002,0.004422886818643767,0.005370459516379464,1.0
110,367.85102438926697,0.0002,0.0044643698117636885,0.004470229005924415,1.0
111,368.0990037918091,0.0002,0.004412077721266104,0.004443202925185802,1.0
112,367.8613748550415,0.0002,0.004410658146155808,0.004495695673954921,1.0
113,368.09895300865173,0.0002,0.004410106659709509,0.004463155145308923,1.0
114,367.9355230331421,0.0002,0.0044063760265862445,0.004431293876487998,1.0
115,367.9206953048706,0.0002,0.004405776893634366,0.004549129758489943,1.0
116,368.1017436981201,0.0002,0.004402376507837571,0.004460813057656058,1.0
117,368.26193475723267,0.0002,0.0044006318817645775,0.0044544252841085,1.0
118,367.86406779289246,0.0002,0.00440099055803739,0.004470660713725263,1.0
119,367.92927503585815,0.0002,0.004396366457308351,0.004431223694258664,1.0
120,367.8879659175873,0.0002,0.0043951139502321525,0.004430217478318211,1.0
121,367.94053959846497,0.0002,0.004391704436691631,0.004484233733773515,1.0
122,368.13211607933044,0.0002,0.004392241895686767,0.004427914649153812,1.0
123,368.0302777290344,0.0002,0.0043889680129380855,0.004444730515249923,1.0
124,367.8504521846771,0.0002,0.0043854891239739615,0.004433714431014996,1.0
125,368.12769865989685,0.0002,0.004383988446345498,0.004469340739335535,1.0
126,368.103764295578,0.0002,0.004385003426596275,0.00443852431865857,1.0
127,368.3142375946045,0.0002,0.004379472373154438,0.004439491438207841,1.0
128,368.30396008491516,0.0002,0.004376130013507521,0.004426773040720462,0.9999999998910573
129,368.12136793136597,0.0002,0.004377709706210764,0.004460061832531532,1.0
130,368.63235545158386,0.0002,0.004375423508807531,0.004448211707669912,1.0
131,368.0836946964264,0.0002,0.004369798575991005,0.004561898257300447,0.9999999991284576
132,368.15208411216736,0.0002,0.00438039551021548,0.0045733372312439955,1.0
133,368.3809885978699,0.0002,0.004368704691015243,0.004455504035636122,1.0
134,368.14805245399475,0.0002,0.004365482113330989,0.004437129443534945,1.0
135,367.934157371521,0.0002,0.004363027924576891,0.0076322552255838165,1.0
136,367.99716663360596,0.0002,0.0047074138448068735,0.004732413856972811,1.0
137,367.637357711792,0.0002,0.004451832471223878,0.004441145160589131,1.0
138,367.79178071022034,0.0002,0.004402469603047568,0.004440438083396588,1.0
139,367.8511493206024,0.0002,0.0043861610277619745,0.0044200010509289145,1.0
140,367.8618154525757,0.0002,0.00437374137778641,0.004428965007131801,1.0
141,367.6758415699005,0.0002,0.004367418802643764,0.0044274569718945255,1.0
142,368.00262117385864,0.0002,0.004366035841190144,0.004427171707200476,1.0
143,368.21625781059265,0.0002,0.004359990060432954,0.004544549674691656,1.0
144,368.1431920528412,0.0002,0.004361602101392612,0.004420642910489836,1.0
145,368.20581102371216,0.0002,0.004354666735797604,0.005274081697003751,1.0
146,367.88152289390564,0.0002,0.004381099804142775,0.004436067922948565,1.0
147,368.03193044662476,0.0002,0.004351257936707431,0.004430881405213871,1.0
148,367.8553309440613,0.0002,0.0043498363392055735,0.004424099751477,1.0
149,368.0626986026764,0.0002,0.00434842683463036,0.0044442791023138395,1.0
