epoch,time,lr,train_loss,validation_loss
0,47.8919141292572,0.0009835,0.09152324100335439,0.04487832449376583
1,46.74858641624451,0.000967,0.03949022081991037,0.03047229815274477
2,46.979432344436646,0.0009505,0.02569676414132118,0.019004079047590494
3,47.08507204055786,0.0009339999999999999,0.016250839767356712,0.012839444680139422
4,46.65556836128235,0.0009174999999999999,0.012640451577802499,0.011019201716408134
5,47.21646523475647,0.0009009999999999999,0.011285882815718651,0.01009768946096301
6,47.11329197883606,0.0008844999999999999,0.010463297242919604,0.009444967145100236
7,47.41038990020752,0.0008679999999999998,0.009817402996122836,0.008831234415993094
8,47.21480870246887,0.0008514999999999998,0.009223466987411182,0.008367078145965934
9,46.92629528045654,0.0008349999999999998,0.008766572798291843,0.008115324075333774
10,46.71397042274475,0.0008184999999999998,0.00845995160440604,0.007641938980668783
11,47.08306646347046,0.0008019999999999998,0.008092608209699393,0.007372884196229279
12,47.04680633544922,0.0007854999999999997,0.007871790789067745,0.007186425384134054
13,46.609233140945435,0.0007689999999999997,0.007744094232718149,0.007107875309884548
14,47.14186191558838,0.0007524999999999997,0.007605127897113562,0.0069668086944147944
15,47.027278423309326,0.0007359999999999997,0.007450403552502394,0.006834653904661536
16,46.546911001205444,0.0007194999999999997,0.007339247409254313,0.006725061102770269
17,47.22923302650452,0.0007029999999999996,0.007240863175441822,0.006660903338342905
18,46.94349718093872,0.0006864999999999997,0.007146319436530272,0.006542496266774833
19,46.690062284469604,0.0006699999999999997,0.007066107510278623,0.006494897068478167
20,47.01187992095947,0.0006534999999999998,0.007008971832692623,0.006389777408912778
21,46.89908456802368,0.0006369999999999998,0.00690519909063975,0.006316403509117663
22,46.610114336013794,0.0006204999999999997,0.006824789258340995,0.006271198624745011
23,47.024248361587524,0.0006039999999999997,0.006756756423662106,0.006199453724548221
24,46.80350852012634,0.0005874999999999997,0.006688658272226652,0.006141320685856044
25,46.96028113365173,0.0005709999999999998,0.006622022142012914,0.00607811298687011
26,47.06227684020996,0.0005544999999999998,0.0066007020572821295,0.00606113625690341
27,46.69198274612427,0.0005379999999999997,0.006526551271478335,0.005978767294436693
28,46.97591757774353,0.0005214999999999997,0.006473623899122079,0.005927274702116847
29,47.058565616607666,0.0005049999999999997,0.006434858466188113,0.0058839728590101
30,46.59205961227417,0.0004884999999999997,0.006384947896003723,0.005845817970111966
31,47.091646671295166,0.0004719999999999997,0.006326540280133486,0.005815852899104357
32,47.14914608001709,0.00045549999999999974,0.006299754790961743,0.005779255880042911
33,46.69019031524658,0.0004389999999999998,0.006257310882210732,0.0057384498650208116
34,47.022417306900024,0.00042249999999999975,0.006236084705839555,0.0057120914570987225
35,47.097548961639404,0.0004059999999999998,0.006187617219984532,0.005681099253706634
36,46.84474778175354,0.0003894999999999998,0.006175007671117783,0.005654563778080046
37,46.98018264770508,0.00037299999999999985,0.006135150386641423,0.005632734391838312
