epoch,time,lr,train_loss,validation_loss
0,1.011427879333496,0.00017921428571428561,0.3053441047668457,0.2491942197084427
1,0.20300865173339844,0.00035767857142857124,0.3038407862186432,0.08012919872999191
2,0.19829130172729492,0.0005361428571428569,0.09266684204339981,1.1203792095184326
3,0.19758391380310059,0.0007146071428571425,1.3988643884658813,0.08844460546970367
4,0.1982731819152832,0.0008930714285714286,0.10463960468769073,0.1512817144393921
5,0.20045089721679688,0.0010715357142857143,0.1840207427740097,0.04073821008205414
6,0.19718718528747559,0.00125,0.042919568717479706,0.4688051640987396
7,0.19786739349365234,0.0010715357142857143,0.5759099721908569,0.2047029733657837
8,0.19800877571105957,0.0008930714285714286,0.25345122814178467,0.19747908413410187
9,0.1981651782989502,0.0007146071428571425,0.2429874837398529,0.15472623705863953
10,0.1984419822692871,0.0005361428571428574,0.18932591378688812,0.10282612591981888
11,0.19800734519958496,0.00035767857142857124,0.12357959896326065,0.05513962358236313
12,0.19803547859191895,0.00017921428571428561,0.062092579901218414,0.04347546398639679
13,0.1983654499053955,7.5e-07,0.04442017897963524,0.047451116144657135
14,0.19770407676696777,8.998214285714254e-05,0.04820392653346062,0.04732637107372284
15,0.19806170463562012,0.00017921428571428561,0.04817678779363632,0.04085828736424446
16,0.20454788208007812,0.0002684464285714287,0.040562599897384644,0.031383171677589417
17,0.19741106033325195,0.00035767857142857124,0.030638515949249268,0.03358886390924454
18,0.19753527641296387,0.0004469107142857143,0.035135701298713684,0.04423430189490318
19,0.19716739654541016,0.0005361428571428574,0.04934827238321304,0.04893934354186058
20,0.19773173332214355,0.000625375,0.05540955811738968,0.04249227046966553
21,0.19749736785888672,0.0005361428571428574,0.04707254841923714,0.0334274098277092
22,0.20046520233154297,0.0004469107142857143,0.03483320772647858,0.030161259695887566
23,0.1970806121826172,0.00035767857142857124,0.03032919019460678,0.027191080152988434
24,0.19759869575500488,0.0002684464285714287,0.026398150250315666,0.024231962859630585
25,0.19795513153076172,0.00017921428571428561,0.023173492401838303,0.02340625785291195
26,0.1973414421081543,8.998214285714254e-05,0.022552408277988434,0.023389900103211403
27,0.1981801986694336,7.5e-07,0.022670036181807518,0.02343873679637909
28,0.19653701782226562,4.5366071428571546e-05,0.022733867168426514,0.0232362300157547
29,0.19727873802185059,8.998214285714282e-05,0.022789284586906433,0.02319161407649517
30,0.1971139907836914,0.00013459821428571435,0.022492393851280212,0.022762401029467583
31,0.19724583625793457,0.00017921428571428561,0.022078251466155052,0.022116824984550476
32,0.19780635833740234,0.00022383035714285715,0.021289309486746788,0.02156655490398407
33,0.1977992057800293,0.00026844642857142844,0.020573962479829788,0.021385716274380684
