,Train Loss,Validation Loss,epoch,learning rate,epoch_duration [s]
0,0.24492564611136913,0.19879349569479624,0,0.001,179.01353693008423
1,0.15460278124858937,0.10888531804084778,1,0.001,157.91117763519287
2,0.0776224519746999,0.05278823028008143,2,0.001,153.08894181251526
3,0.043980012026925884,0.03899232422312101,3,0.001,156.62281036376953
4,0.03793544415384531,0.03718280171354612,4,0.001,152.4010524749756
5,0.03678098196784655,0.036836439122756325,5,0.001,160.62006187438965
6,0.036613012508799635,0.03661933603386084,6,0.001,156.21512460708618
7,0.03641605610027909,0.036410401264826454,7,0.001,160.3092348575592
8,0.03647020071124037,0.036208583042025566,8,0.001,160.11686038970947
9,0.03631009813398123,0.036010369658470154,9,0.001,170.1496012210846
10,0.03568433683055142,0.035815912609299026,10,0.001,154.3135528564453
11,0.03584039971853296,0.035717458153764405,11,0.0005,160.71955847740173
12,0.03542854644668599,0.035621657967567444,12,0.0005,161.10692429542542
13,0.035510284981379904,0.035525129487117134,13,0.0005,157.75121188163757
14,0.035379146691411734,0.03542863701780637,14,0.0005,161.39028358459473
15,0.035584621441860996,0.03533156464497248,15,0.0005,159.02702856063843
16,0.03539374750107527,0.035235470781723656,16,0.0005,161.49937629699707
17,0.03535007390504082,0.03513907827436924,17,0.0005,161.82782006263733
18,0.034924972957621016,0.03504453785717487,18,0.0005,157.61396765708923
19,0.03493646718561649,0.03495011727015177,19,0.0005,159.98016834259033
20,0.03529892799754938,0.0348544300844272,20,0.0005,161.47927165031433
21,0.034660590114071965,0.034807452311118446,21,0.00025,157.85502004623413
22,0.0348596127393345,0.034760178377230964,22,0.00025,161.74667358398438
23,0.03482848654190699,0.03471309132874012,23,0.00025,159.34102153778076
24,0.03435526299290359,0.0346667505800724,24,0.00025,158.1405475139618
25,0.03488593020786842,0.034619915609558426,25,0.00025,159.5392038822174
26,0.035086665923396744,0.034572869539260864,26,0.00025,157.86432456970215
27,0.03476942439253131,0.034525944540898,27,0.00025,161.07869410514832
28,0.034822290452818074,0.03447899905343851,28,0.00025,161.6684250831604
29,0.034301742911338806,0.034432982405026756,29,0.00025,157.448805809021
30,0.034539763194819294,0.03438724515338739,30,0.00025,163.43865203857422
31,0.0344555478853484,0.034364342068632446,31,0.000125,158.41260194778442
32,0.03423359959075848,0.0343416395286719,32,0.000125,158.84581971168518
33,0.0342349405400455,0.034318954994281135,33,0.000125,162.04819226264954
34,0.034404210901508726,0.03429627480606238,34,0.000125,158.27975225448608
35,0.033964613530163966,0.03427383924523989,35,0.000125,160.3953218460083
36,0.03456509035701553,0.03425098148485025,36,0.000125,158.29601740837097
37,0.03455135008941094,0.034228241071105,37,0.000125,162.04777121543884
38,0.03429241990670562,0.03420568319658438,38,0.000125,156.96480226516724
39,0.034236694841335215,0.034183389196793236,39,0.000125,167.403302192688
40,0.03369378733138243,0.03416161239147186,40,0.000125,156.00805020332336
41,0.03381094515013198,0.03415066562592983,41,6.25e-05,159.0729479789734
42,0.03369524562731385,0.034139725069204964,42,6.25e-05,157.32945680618286
43,0.03399403331180414,0.03412874415516853,43,6.25e-05,152.97571921348572
44,0.03453654516488314,0.034117577597498894,44,6.25e-05,152.74674034118652
45,0.03423305011043946,0.03410646319389343,45,6.25e-05,156.19570112228394
46,0.03401167690753937,0.03409553381303946,46,6.25e-05,155.11535024642944
47,0.034075568895787,0.034084546069304146,47,6.25e-05,153.0292158126831
48,0.03435165869692961,0.034073436011870704,48,6.25e-05,159.17150568962097
49,0.03432411762575308,0.0340623389929533,49,6.25e-05,158.1059045791626
50,0.03407902844871084,0.03405143320560455,50,6.25e-05,160.38808131217957
51,0.034345269203186035,0.034045918534199394,51,3.125e-05,161.21075439453125
52,0.03384828148409724,0.03404050258298715,52,3.125e-05,156.25721192359924
53,0.03360326991726955,0.03403512202203274,53,3.125e-05,154.94531202316284
54,0.03406795269499222,0.034029681235551834,54,3.125e-05,155.78855180740356
55,0.034283464308828115,0.034024203196167946,55,3.125e-05,158.68651127815247
56,0.03419286431744695,0.034018722673257194,56,3.125e-05,156.40678668022156
57,0.034068145944426455,0.03401325084269047,57,3.125e-05,159.02744555473328
58,0.03381574930002292,0.034007858484983444,58,3.125e-05,158.50689244270325
59,0.03401461957643429,0.034002371753255524,59,3.125e-05,158.43514728546143
60,0.03444567400341233,0.033996867636839546,60,3.125e-05,155.9693877696991
61,0.034159792897601925,0.03399414507051309,61,1.5625e-05,159.65993642807007
